Total chunks: 651
Line   1 | Ch     I | 1. The Tamil Nadu Government.-
Line 512 | Ch   XXI | 498. Payments Accounting procedure - Maintenance of Undisbursed Pay Register.-
Line 513 | Ch   XXI | 499. Cashing of cheques Maintenance of Joint Account - Procedure.-
Line 514 | Ch   XXI | 500. Movement of cash Procedure.-
Line 515 | Ch   XXI | 501. Disbursement of salary Procedure.-
Line 516 | Ch   XXI | 502. Maintenance of Cash Book Procedure.-
Line 517 | Ch   XXI | 503. Subsidiary Cash Book Maintenance of.-
Line 518 | Ch   XXI | 504. Preparation of bills.-
Line 519 | Ch   XXI | 505. Service Books and leave account.-
Line 520 | Ch   XXI | 506. Preparation of number statement.-
Line 521 | Ch   XXI | 507. (i) Control of Expenditure.-
Line 522 | Ch   XXI | 508. Contingent expenditure.-
Line 523 | Ch   XXI | 509. Permanent Advance.-
Line 524 | Ch  XXII | 510. Office Hours.-
Line 525 | Ch  XXII | 511. Earlier hours of attendance on certain occasions.-
Line 526 | Ch  XXII | 512. Attendance of staff.-
Line 527 | Ch  XXII | 513. Staying after office hours.-
Line 528 | Ch  XXII | 514.
Line 529 | Ch  XXII | 515. Record Clerks and Office Assistants Hours of Attendance.-
Line 530 | Ch  XXII | 516.
Line 531 | Ch  XXII | 517. Late attendance.-
Line 532 | Ch  XXII | 518. Regularization of late attendance and leaving office early.-
Line 533 | Ch  XXII | 519.
Line 534 | Ch  XXII | 520. Attendance Register.-
Line 535 | Ch  XXII | 521. Lunch interval.-
Line 536 | Ch  XXII | 522.
Line 537 | Ch  XXII | 523. Turn Duty on working days.-
Line 538 | Ch  XXII | 524. Holidays.-
Line 539 | Ch  XXII | 525. Holiday turns.-
Line 540 | Ch  XXII | 526. Holidays, submission of papers to officers.-
Line 541 | Ch  XXII | 527. Compensatory holidays.-
Line 542 | Ch  XXII | 528. Leave.-
Line 543 | Ch  XXII | 529. Procedure in dealing with leave applications.-
Line 544 | Ch  XXII | 530. Medical leave.-
Line 545 | Ch  XXII | 531. Communication of orders on leave applications.-
Line 546 | Ch  XXII | 532. Casual leave and Restricted Holidays.-
Line 547 | Ch  XXII | 533. Address during Casual Leave.-
Line 548 | Ch  XXII | 534.
Line 549 | Ch  XXII | 535.
Line 550 | Ch  XXII | 536. Examination leave.-
Line 551 | Ch  XXII | 537. Absence due to infectious disease.-
Line 552 | Ch  XXII | 538. (i) Hours of Attendance.-
Line 553 | Ch  XXII | 539. General Discipline (i) Punctuality and general behaviour.-
Line 554 | Ch  XXII | 540. Tidiness and cleanliness of the office.-
Line 555 | Ch  XXII | 541. Use of identification measures by Basic Servants.-
Line 556 | Ch  XXII | 542. Miscellaneous instructions.-
Line 557 | Ch  XXII | 543. Transfer or leave.-
Line 558 | Ch  XXII | 544. Transfer of papers between Assistant Section Officers.-
Line 559 | Ch  XXII | 545.
Line 560 | Ch  XXII | 546. Service of summons in the office by bailiffs.-
Line 561 | Ch  XXII | 547. Maintenance of reference books in section.-
Line 562 | Ch  XXII | 548. Knowledge of Office Procedure.-
Line 563 | Ch XXIII | 549. Control.-
Line 564 | Ch XXIII | 550. Office Procedures Section.-
Line 565 | Ch XXIII | 551. Office Correspondence.-
Line 566 | Ch XXIII | 552. Office Papers.-
Line 567 | Ch XXIII | 553. Periodical returns.-
Line 568 | Ch XXIII | 554. Address of Officers and Staff.-
Line 569 | Ch XXIII | 555. Return of Assets and Liabilities.-
Line 570 | Ch XXIII | 556. Office Purchases.-
Line 571 | Ch XXIII | *557.
Line 572 | Ch XXIII | 558. Stationery and forms.-
Line 573 | Ch XXIII | 559.
Line 574 | Ch XXIII | 560. Custody of date stamps and self-registering stamps.-
Line 575 | Ch XXIII | 561. Books in officer's rooms.-
Line 576 | Ch XXIII | 562. Printing of establishment lists.-
Line 577 | Ch XXIII | 563. Circulation of Gazettes (i) The "GAZETTE OF INDIA".-
Line 578 | Ch XXIII | 564. Copies of Acts received from Press.-
Line 579 | Ch XXIII | 565. Bicycles. (a) (i) Initial supply.-
Line 580 | Ch XXIII | 566. Liveries.-
Line 581 | Ch XXIII | 567. Typewriters/Computers and other copying machines.-
Line 582 | Ch XXIII | 568. Inventory of office furniture and other stores.-
Line 583 | Ch XXIII | 569. Sale of unserviceable articles.-
Line 584 | Ch XXIII | 570.
Line 585 | Ch XXIII | 571.
Line 586 | Ch XXIII | 572. Supply of Stationery to Officers.-
Line 587 | Ch XXIII | 573. Office Assistants.-
Line 588 | Ch XXIII | 574.
Line 589 | Ch XXIII | 575. Sanction of Loans and Advances.-
Line 590 | Ch XXIII | 576. Reimbursement of Medical expenses.-
Line 591 | Ch  XXIV | 577.
Line 592 | Ch  XXIV | 578. Control.-
Line 593 | Ch  XXIV | 579. Duties of the Librarian.-
Line 594 | Ch  XXIV | 580. Library correspondence Register and filing.-
Line 595 | Ch  XXIV | 581. Disposal.-
Line 596 | Ch  XXIV | 582. Receipt of books and periodicals.-
Line 597 | Ch  XXIV | 583. Transmission of publications not intended for Library.-
Line 598 | Ch  XXIV | 584. Books to be maintained in the Library.-
Line 599 | Ch  XXIV | 585. Stocking of books and publications and their distribution.-
Line 600 | Ch  XXIV | 586. Circulation of latest additions of books lists.-
Line 601 | Ch  XXIV | 587.
Line 602 | Ch  XXIV | 588. Catalogue of new books.-
Line 603 | Ch  XXIV | 589. Data Entries of books.-
Line 604 | Ch  XXIV | 590. Issue of books from the Library General Rules.-
Line 605 | Ch  XXIV | 591. Consultation of books in the Library.-
Line 606 | Ch  XXIV | 592. Issue of books from Library (Browne charging system).-
Line 607 | Ch  XXIV | 593. Restoration of books returned.-
Line 608 | Ch  XXIV | 594. Issue of books to Ministers.-
Line 609 | Ch  XXIV | 595.
Line 610 | Ch  XXIV | 596.
Line 611 | Ch  XXIV | 597.
Line 612 | Ch  XXIV | 598. Library Committee for book selection.-
Line 613 | Ch  XXIV | 599. Watching the receipt of other Government publication.-
Line 614 | Ch  XXIV | 600. Purchase of books for Ministers.-
Line 615 | Ch  XXIV | 601. Scrutiny of bills.-
Line 616 | Ch  XXIV | 602. List of newspapers and periodicals.-
Line 617 | Ch  XXIV | 603. Submission of list of periodicals to officers.-
Line 618 | Ch  XXIV | 604. Circulation and return of periodicals.-
Line 619 | Ch  XXIV | 605. Treatment of periodicals after perusal.-
Line 620 | Ch  XXIV | 606. Return of newspapers.-
Line 621 | Ch  XXIV | 607.
Line 622 | Ch  XXIV | 608.
Line 623 | Ch  XXIV | 609.
Line 624 | Ch  XXIV | 610.
Line 625 | Ch  XXIV | 611.
Line 626 | Ch  XXIV | 612. Reference books for Ministers.-
Line 627 | Ch  XXIV | 613.
Line 628 | Ch  XXIV | 614.
Line 629 | Ch  XXIV | 615.
Line 630 | Ch  XXIV | 616. Tamil Nadu Government Gazette.-
Line 631 | Ch  XXIV | 617.
Line 632 | Ch  XXIV | 618.
Line 633 | Ch  XXIV | 619.
Line 634 | Ch  XXIV | 620. Destruction of registers.-
Line 635 | Ch  XXIV | 621. Stock-taking of books.-
Line 636 | Ch   XXV | 622. Press cuttings.-
Line 637 | Ch   XXV | 623. Release of information to the press.-
Line 638 | Ch   XXV | 624. Administration reports-publication-procedure.-
Line 639 | Ch   XXV | 625. Publicity-procedure.-
Line 640 | Ch   XXV | 626.
Line 641 | Ch   XXV | 627. Release of Government Advertisements.-
Line 642 | Ch   XXV | 628. Tours of Minister.-
Line 643 | Ch   XXV | 629. Presents to Basic Servants.-
Line 644 | Ch   XXV | 630. Use of file boards and circulation cards.-
Line 645 | Ch   XXV | 631. Economy in use of stationery.-
Line 646 | Ch   XXV | 632. Economy in Expenditure on Contingencies.-
Line 647 | Ch   XXV | 633. Rules regarding grant of copies of official documents.-
Line 648 | Ch   XXV | 634. Production of Documents in Civil Courts.-
Line 649 | Ch   XXV | 634 A. Procedure for disposal of interim/final order or direction of
Line 650 | Ch   XXV | 635.
Line 651 | Ch   XXV | 636. Record of discussions.-
